date,river_max_c,air_max_c,offset_c,month,year
2011-03-27,14.0019998550415,13.0,1.0019998550415004,3,2011
2011-03-28,13.9300003051758,17.3,-3.3699996948242,3,2011
2011-03-29,14.2419996261597,17.6,-3.3580003738403015,3,2011
2011-03-30,14.9119997024536,18.3,-3.3880002975464,3,2011
2011-03-31,15.1990003585815,19.1,-3.900999641418501,3,2011
2011-04-01,15.628999710083,21.9,-6.271000289916998,4,2011
2011-04-02,15.8909997940063,20.8,-4.909000205993701,4,2011
2011-04-03,16.2490005493164,20.8,-4.550999450683602,4,2011
2011-04-04,16.4389991760254,17.3,-0.8610008239745994,4,2011
2011-04-05,16.6539993286133,21.3,-4.646000671386702,4,2011
2011-04-06,16.6770000457764,22.4,-5.722999954223599,4,2011
2011-04-07,16.9629993438721,24.3,-7.337000656127902,4,2011
2011-04-08,17.7240009307861,24.9,-7.175999069213898,4,2011
2011-04-09,18.2000007629395,26.2,-7.9999992370605,4,2011
2011-04-10,18.6040000915527,26.0,-7.395999908447301,4,2011
2011-04-11,18.4850006103516,24.1,-5.6149993896484,4,2011
2011-04-12,18.3659992218018,19.0,-0.6340007781981996,4,2011
2011-04-13,18.0809993743896,17.1,0.9809993743895973,4,2011
2011-04-14,17.4389991760254,18.1,-0.6610008239746001,4,2011
2011-04-15,17.3910007476807,18.1,-0.7089992523193018,4,2011
2011-04-16,17.3680000305176,19.3,-1.9319999694824013,4,2011
2011-04-17,17.9619998931885,20.4,-2.438000106811497,4,2011
2011-04-18,18.5799999237061,20.9,-2.3200000762938977,4,2011
2011-04-19,18.128999710083,22.3,-4.171000289917,4,2011
2011-04-20,18.2950000762939,22.2,-3.9049999237061,4,2011
2011-04-21,18.8419990539551,22.8,-3.9580009460449013,4,2011
2011-04-22,19.3889999389648,22.7,-3.311000061035198,4,2011
2011-04-23,18.9370002746582,17.7,1.2370002746582003,4,2011
2011-04-24,20.173999786377,21.7,-1.526000213623,4,2011
2011-04-25,20.0550003051758,25.0,-4.944999694824201,4,2011
2011-04-26,20.5550003051758,24.7,-4.1449996948242,4,2011
2011-04-27,20.5069999694824,23.3,-2.7930000305176,4,2011
2011-04-28,20.9360008239746,21.1,-0.1639991760254027,4,2011
2011-04-29,20.7220001220703,19.4,1.3220001220702997,4,2011
2011-04-30,21.1749992370605,22.7,-1.5250007629394986,4,2011
2011-05-01,21.556999206543,23.7,-2.1430007934569986,5,2011
2011-05-02,21.5330009460449,23.4,-1.866999053955098,5,2011
2011-05-03,21.4610004425049,23.7,-2.2389995574950987,5,2011
2011-05-04,20.8649997711182,22.4,-1.535000228881799,5,2011
2011-05-05,20.8409996032715,24.1,-3.259000396728503,5,2011
2011-05-06,21.6520004272461,24.4,-2.7479995727538977,5,2011
2011-05-07,21.1749992370605,25.8,-4.6250007629395,5,2011
2011-05-08,21.4370002746582,26.5,-5.0629997253418,5,2011
2011-05-09,22.0580005645752,26.4,-4.3419994354248,5,2011
2011-05-10,21.7719993591309,25.8,-4.028000640869102,5,2011
2011-05-11,22.0109996795654,27.8,-5.7890003204345994,5,2011
2011-05-12,22.17799949646,28.0,-5.82200050354,5,2011
2011-05-13,22.4169998168945,27.4,-4.983000183105499,5,2011
2011-05-14,22.25,24.5,-2.25,5,2011
2011-05-15,21.7479991912842,20.1,1.6479991912841996,5,2011
2011-05-16,20.9360008239746,21.8,-0.863999176025402,5,2011
2011-05-17,20.7700004577637,26.9,-6.129999542236298,5,2011
2011-05-18,21.7240009307861,26.0,-4.275999069213899,5,2011
2011-05-19,21.556999206543,26.9,-5.343000793456998,5,2011
2011-05-20,22.2259998321533,27.8,-5.574000167846702,5,2011
2011-05-21,23.0879993438721,29.2,-6.1120006561279006,5,2011
2011-05-22,23.2560005187988,30.1,-6.843999481201202,5,2011
2011-05-23,22.992000579834,31.0,-8.007999420166001,5,2011
2011-05-24,23.2560005187988,31.9,-8.643999481201199,5,2011
2011-05-25,23.0879993438721,32.2,-9.112000656127904,5,2011
2011-05-26,23.5209999084473,32.1,-8.5790000915527,5,2011
2011-05-27,23.5930004119873,24.4,-0.8069995880126974,5,2011
2011-05-28,23.1119995117188,25.4,-2.288000488281199,5,2011
2011-05-29,23.4969997406006,30.0,-6.5030002593994,5,2011
2011-05-30,24.0499992370605,28.1,-4.050000762939501,5,2011
2011-05-31,23.7129993438721,22.9,0.8129993438721002,5,2011
2011-06-01,23.0879993438721,16.7,6.3879993438720994,6,2011
2011-06-02,21.1270008087158,22.7,-1.5729991912842003,6,2011
2011-06-03,20.3169994354248,26.3,-5.9830005645752,6,2011
2011-06-04,20.6030006408691,25.5,-4.8969993591308985,6,2011
2011-06-05,21.3659992218018,21.7,-0.33400077819819884,6,2011
2011-06-06,21.7950000762939,23.0,-1.2049999237061009,6,2011
2011-06-07,21.7719993591309,23.5,-1.7280006408691015,6,2011
2011-06-08,21.4850006103516,21.2,0.2850006103516023,6,2011
2011-06-09,21.8190002441406,22.8,-0.9809997558594006,6,2011
2011-06-10,21.8190002441406,25.3,-3.4809997558594006,6,2011
2011-06-11,21.9869995117188,23.6,-1.6130004882812017,6,2011
2011-06-12,22.0340003967285,26.2,-4.165999603271498,6,2011
2011-06-13,22.9440002441406,28.9,-5.9559997558593984,6,2011
2011-06-14,23.6410007476807,28.9,-5.258999252319299,6,2011
2011-06-15,23.8570003509521,30.7,-6.842999649047901,6,2011
2011-06-16,23.4969997406006,30.0,-6.5030002593994,6,2011
2011-06-17,23.1119995117188,25.7,-2.5880004882811996,6,2011
2011-06-18,23.3279991149902,24.3,-0.9720008850098019,6,2011
2011-06-19,23.1599998474121,24.4,-1.2400001525878999,6,2011
2011-06-20,22.6809997558594,30.2,-7.519000244140599,6,2011
2011-06-21,22.9200000762939,31.7,-8.7799999237061,6,2011
2011-06-22,23.2800006866455,29.1,-5.819999313354501,6,2011
2011-06-23,23.0879993438721,27.2,-4.1120006561279006,6,2011
2011-06-24,22.4169998168945,26.2,-3.7830001831055,6,2011
2011-06-25,21.867000579834,30.1,-8.232999420166003,6,2011
2011-06-26,22.4409999847412,33.9,-11.459000015258798,6,2011
2011-06-27,23.5450000762939,33.4,-9.8549999237061,6,2011
2011-06-28,23.4720001220703,35.1,-11.627999877929703,6,2011
2011-06-29,23.4969997406006,28.0,-4.5030002593994,6,2011
2012-03-21,14.7449998855591,21.3,-6.555000114440901,3,2012
2012-03-22,13.7620000839233,22.4,-8.637999916076698,3,2012
2012-03-23,14.6969995498657,21.2,-6.5030004501343,3,2012
2012-03-24,15.0310001373291,22.2,-7.1689998626708995,3,2012
2012-03-25,14.960000038147,22.7,-7.739999961853,3,2012
2012-03-26,15.293999671936,23.2,-7.906000328064,3,2012
2012-03-27,15.8190002441406,24.3,-8.4809997558594,3,2012
2012-03-28,15.8430004119873,25.1,-9.256999588012702,3,2012
2012-03-29,16.5580005645752,24.5,-7.941999435424801,3,2012
2012-03-30,16.3439998626709,22.3,-5.956000137329102,3,2012
2012-03-31,15.914999961853,24.2,-8.285000038146999,3,2012
2012-04-01,15.7239999771118,19.5,-3.7760000228881996,4,2012
2012-04-02,16.0580005645752,20.9,-4.8419994354248,4,2012
2012-04-03,15.9860000610352,18.1,-2.1139999389648008,4,2012
2012-04-04,16.1529998779297,17.2,-1.0470001220702976,4,2012
2012-04-05,16.4869995117188,19.4,-2.913000488281199,4,2012
2012-04-06,16.6060009002686,18.9,-2.2939990997313977,4,2012
2012-04-07,16.7959995269775,17.9,-1.1040004730224986,4,2012
2012-04-08,16.2959995269775,13.2,3.0959995269775007,4,2012
2012-04-09,15.6759996414185,18.2,-2.5240003585814996,4,2012
2012-04-10,15.3660001754761,15.5,-0.13399982452389914,4,2012
2012-04-11,15.6049995422363,16.8,-1.195000457763701,4,2012
2012-04-12,14.7209997177124,17.6,-2.879000282287601,4,2012
2012-04-13,14.625,16.5,-1.875,4,2012
2012-04-14,14.6009998321533,15.7,-1.0990001678466985,4,2012
2012-04-15,14.289999961853,11.9,2.3899999618530003,4,2012
2012-04-16,13.2329998016357,12.8,0.43299980163569884,4,2012
2012-04-17,12.0500001907349,15.8,-3.7499998092651,4,2012
2012-04-18,11.9530000686646,16.2,-4.246999931335399,4,2012
2012-04-19,12.6540002822876,16.8,-4.145999717712401,4,2012
2012-04-20,12.7749996185303,16.4,-3.6250003814696985,4,2012
2012-04-21,13.4729995727539,17.6,-4.127000427246102,4,2012
2012-04-22,13.7620000839233,18.0,-4.237999916076699,4,2012
2012-04-23,13.9540004730225,16.8,-2.8459995269775007,4,2012
2012-04-24,13.3769998550415,14.9,-1.5230001449585,4,2012
2012-04-25,13.2569999694824,18.1,-4.843000030517601,4,2012
2012-04-26,13.4490003585815,22.8,-9.3509996414185,4,2012
2012-04-27,13.8579998016357,27.2,-13.3420001983643,4,2012
2012-04-28,13.4969997406006,26.8,-13.3030002593994,4,2012
2012-04-29,14.4569997787476,21.6,-7.143000221252402,4,2012
2012-04-30,14.289999961853,16.8,-2.510000038147,4,2012
2012-05-01,14.0500001907349,19.7,-5.649999809265099,5,2012
2012-05-02,14.6490001678467,20.6,-5.950999832153302,5,2012
2012-05-03,14.8879995346069,22.0,-7.1120004653931,5,2012
2012-05-04,14.8400001525879,20.5,-5.6599998474121005,5,2012
2012-05-05,15.2469997406006,21.7,-6.453000259399399,5,2012
2012-05-06,15.6520004272461,21.2,-5.547999572753898,5,2012
2012-05-07,15.8909997940063,21.6,-5.709000205993702,5,2012
2012-05-08,15.4379997253418,21.7,-6.262000274658199,5,2012
2012-05-09,15.8909997940063,25.4,-9.509000205993699,5,2012
2012-05-10,16.2719993591309,26.3,-10.028000640869102,5,2012
2012-05-11,17.0340003967285,29.7,-12.665999603271498,5,2012
2012-05-12,17.3680000305176,25.3,-7.931999969482401,5,2012
2012-05-13,16.8920001983643,20.5,-3.6079998016356996,5,2012
2012-05-14,16.9389991760254,23.2,-6.261000823974598,5,2012
2012-05-15,16.9869995117188,22.2,-5.2130004882811996,5,2012
2012-05-16,16.4869995117188,17.5,-1.0130004882812003,5,2012
2012-05-17,16.0820007324219,23.5,-7.4179992675781,5,2012
2012-05-18,16.5580005645752,20.9,-4.3419994354248,5,2012
2012-05-19,16.6299991607666,24.5,-7.870000839233398,5,2012
2012-05-20,15.9630002975464,21.0,-5.036999702453601,5,2012
2012-05-21,15.9630002975464,15.0,0.9630002975463992,5,2012
2012-05-22,15.8190002441406,16.9,-1.0809997558593984,5,2012
2012-05-23,15.7480001449585,23.6,-7.851999855041502,5,2012
2012-05-24,16.7250003814697,27.3,-10.574999618530299,5,2012
2012-05-25,16.7959995269775,28.8,-12.0040004730225,5,2012
2012-05-26,17.5580005645752,26.5,-8.941999435424801,5,2012
2012-05-27,18.056999206543,25.6,-7.543000793457001,5,2012
2012-05-28,18.3430004119873,26.4,-8.056999588012697,5,2012
2012-05-29,18.4139995574951,27.3,-8.886000442504901,5,2012
2012-05-30,18.9850006103516,28.8,-9.8149993896484,5,2012
2012-05-31,19.4599990844727,28.4,-8.9400009155273,5,2012
2012-06-01,20.0310001373291,28.4,-8.368999862670897,6,2012
2012-06-02,20.7929992675781,29.8,-9.0070007324219,6,2012
2012-06-03,20.173999786377,23.4,-3.2260002136229993,6,2012
2012-06-04,19.5319995880127,24.1,-4.5680004119873026,6,2012
2012-06-05,19.5790004730225,24.0,-4.4209995269775,6,2012
2012-06-06,19.6979999542236,27.2,-7.5020000457763985,6,2012
2012-06-07,20.173999786377,27.8,-7.626000213623001,6,2012
2012-06-08,20.246000289917,23.7,-3.453999710083,6,2012
2012-06-09,19.7700004577637,24.6,-4.829999542236301,6,2012
2012-06-10,19.1030006408691,23.9,-4.796999359130897,6,2012
2012-06-11,18.7469997406006,25.7,-6.953000259399399,6,2012
2012-06-12,18.4610004425049,22.4,-3.938999557495098,6,2012
2012-06-13,18.1760005950928,23.2,-5.023999404907201,6,2012
2012-06-14,18.0330009460449,27.0,-8.9669990539551,6,2012
2012-06-15,17.8910007476807,28.1,-10.208999252319302,6,2012
2012-06-16,17.4389991760254,29.9,-12.461000823974597,6,2012
2012-06-17,18.3430004119873,33.4,-15.056999588012697,6,2012
2012-06-18,18.8419990539551,33.0,-14.1580009460449,6,2012
2012-06-19,19.4360008239746,32.4,-12.9639991760254,6,2012
2012-06-20,20.2929992675781,32.8,-12.507000732421897,6,2012
2012-06-21,21.1270008087158,33.9,-12.7729991912842,6,2012
2012-06-22,21.1030006408691,29.1,-7.9969993591309,6,2012
2012-06-23,20.2689990997314,30.0,-9.7310009002686,6,2012
2012-06-24,20.4360008239746,32.6,-12.163999176025403,6,2012
2012-06-25,21.8910007476807,29.1,-7.208999252319302,6,2012
2012-06-26,22.4409999847412,32.2,-9.759000015258803,6,2012
2012-06-27,22.4169998168945,35.3,-12.883000183105498,6,2012
2012-06-28,21.9869995117188,34.2,-12.213000488281203,6,2012
2012-06-29,22.3929996490479,34.1,-11.7070003509521,6,2012
2012-06-30,22.9200000762939,35.3,-12.379999923706098,6,2012
2012-07-01,22.7530002593994,25.1,-2.3469997406006016,7,2012
2012-07-02,21.7000007629395,25.2,-3.4999992370605,7,2012
2012-07-03,20.6270008087158,29.8,-9.172999191284202,7,2012
2012-07-04,21.1749992370605,32.6,-11.4250007629395,7,2012
2012-07-05,21.1270008087158,29.9,-8.7729991912842,7,2012
2012-07-06,21.7479991912842,29.8,-8.0520008087158,7,2012
2012-07-07,22.0580005645752,31.5,-9.441999435424801,7,2012
2012-07-08,22.7999992370605,31.1,-8.3000007629395,7,2012
2012-07-09,23.5690002441406,32.9,-9.330999755859398,7,2012
2012-07-10,23.5450000762939,33.8,-10.254999923706098,7,2012
2012-07-11,23.9780006408691,31.5,-7.5219993591308985,7,2012
2012-07-12,23.7369995117188,27.7,-3.9630004882811996,7,2012
2012-07-13,23.6410007476807,31.6,-7.958999252319302,7,2012
2012-07-14,23.1599998474121,28.7,-5.540000152587901,7,2012
2012-07-15,22.8479995727539,28.1,-5.252000427246102,7,2012
2012-07-16,23.3279991149902,27.2,-3.8720008850098004,7,2012
2012-07-17,23.3040008544922,30.6,-7.2959991455078,7,2012
2012-07-18,23.3279991149902,37.1,-13.772000885009803,7,2012
2012-07-19,24.0259990692139,35.5,-11.4740009307861,7,2012
2012-07-20,24.8950004577637,33.5,-8.6049995422363,7,2012
2012-07-21,24.75,26.8,-2.0500000000000007,7,2012
2012-07-22,23.6889991760254,27.6,-3.9110008239746,7,2012
2012-07-23,23.4969997406006,30.7,-7.203000259399399,7,2012
2012-07-24,23.6889991760254,33.5,-9.811000823974599,7,2012
2012-07-25,23.3279991149902,35.1,-11.772000885009803,7,2012
2012-07-26,24.1949996948242,35.2,-11.005000305175802,7,2012
2012-07-27,24.7980003356934,33.7,-8.901999664306604,7,2012
2012-07-28,25.2339992523193,33.2,-7.966000747680702,7,2012
2012-07-29,25.1860008239746,32.1,-6.913999176025403,7,2012
2012-07-30,25.42799949646,32.4,-6.972000503539999,7,2012
2012-07-31,25.6949996948242,34.2,-8.505000305175802,7,2012
2012-08-01,25.9389991760254,33.4,-7.461000823974597,8,2012
2012-08-02,26.2310009002686,35.1,-8.8689990997314,8,2012
2012-08-03,26.3290004730225,32.8,-6.470999526977497,8,2012
2012-08-04,26.6709995269775,35.5,-8.8290004730225,8,2012
2012-08-05,26.2070007324219,32.9,-6.692999267578099,8,2012
2012-08-06,26.5729999542236,27.2,-0.6270000457763985,8,2012
2012-08-07,25.9869995117188,29.6,-3.6130004882812017,8,2012
2012-08-08,25.5499992370605,32.3,-6.7500007629394965,8,2012
2012-08-09,25.3799991607666,33.7,-8.320000839233401,8,2012
2012-08-10,24.9680004119873,33.5,-8.531999588012699,8,2012
2012-08-11,25.0400009155273,35.8,-10.759999084472696,8,2012
2012-08-12,25.3799991607666,32.5,-7.120000839233398,8,2012
2012-08-13,25.9139995574951,32.4,-6.486000442504899,8,2012
2012-08-14,25.4529991149902,34.4,-8.9470008850098,8,2012
2012-08-15,25.7679996490479,32.8,-7.032000350952096,8,2012
2012-08-16,26.1580009460449,32.0,-5.841999053955099,8,2012
2012-08-17,25.8169994354248,36.4,-10.583000564575197,8,2012
2012-08-18,26.3530006408691,37.3,-10.946999359130896,8,2012
2012-08-19,26.451000213623,37.1,-10.648999786377,8,2012
2012-08-20,26.8910007476807,37.2,-10.308999252319303,8,2012
2012-08-21,27.0380001068115,39.2,-12.161999893188504,8,2012
2012-08-22,26.9890003204346,38.0,-11.010999679565401,8,2012
2012-08-23,26.867000579834,34.3,-7.432999420165999,8,2012
2012-08-24,27.0139999389648,33.6,-6.5860000610352,8,2012
2012-08-25,27.1119995117188,32.9,-5.788000488281199,8,2012
2012-08-26,27.0380001068115,26.8,0.23800010681149786,8,2012
2012-08-27,25.4039993286133,31.6,-6.196000671386702,8,2012
2012-08-28,25.257999420166,24.4,0.8579994201660028,8,2012
2012-08-29,24.6529998779297,29.0,-4.347000122070298,8,2012
2012-08-30,24.628999710083,22.9,1.7289997100830021,8,2012
2012-08-31,24.6529998779297,20.9,3.752999877929703,8,2012
2012-09-01,23.5930004119873,18.4,5.1930004119873026,9,2012
2012-09-02,22.0340003967285,23.8,-1.7659996032714993,9,2012
2012-09-03,21.5330009460449,22.5,-0.9669990539550994,9,2012
2012-09-04,21.3899993896484,27.5,-6.110000610351602,9,2012
2012-09-05,21.6280002593994,29.5,-7.8719997406006,9,2012
2012-09-06,21.7000007629395,29.3,-7.599999237060501,9,2012
2012-09-07,22.0340003967285,31.2,-9.165999603271498,9,2012
2012-09-08,22.2259998321533,31.6,-9.374000167846702,9,2012
2012-09-09,23.2080001831055,29.8,-6.5919998168945,9,2012
2012-09-10,23.6410007476807,30.0,-6.3589992523193,9,2012
2012-09-11,23.8570003509521,28.9,-5.0429996490479,9,2012
2012-09-12,23.4969997406006,23.1,0.3969997406005987,9,2012
